queryID,n_prune_user,n_result_user,n_refine_user,ip_cost,io_cost,total_time,memory_index_time,io_time
       776,   2511510,       100,         0,   2511610,         0,      0.06,      0.05,      0.00
       777,   2511507,        95,         8,   5785554,         0,      0.09,      0.06,      0.00
       778,   2511509,        99,         2,   3330096,         0,      0.08,      0.06,      0.00
       779,   2511493,        89,        28,  13970414,         0,      0.12,      0.06,      0.00
       780,   2511510,       100,         0,   2511610,         0,      0.07,      0.05,      0.00
       781,   2511108,        26,       476, 197311278,         0,      0.64,      0.05,      0.00
       782,   2511507,        80,        23,  11924199,         0,      0.12,      0.07,      0.00
       783,   2511502,        98,        10,   6604040,         0,      0.10,      0.07,      0.00
       784,   2511509,        93,         8,   5785554,         0,      0.09,      0.06,      0.00
       785,   2511510,       100,         0,   2511610,         0,      0.07,      0.06,      0.00
       786,   2511510,       100,         0,   2511610,         0,      0.07,      0.06,      0.00
       787,   2511430,        27,       153,  65125789,         0,      0.25,      0.05,      0.00
       788,   2511510,       100,         0,   2511610,         0,      0.06,      0.05,      0.00
       789,   2511509,        98,         3,   3739339,         0,      0.07,      0.05,      0.00
       790,   2511493,        94,        23,  11924199,         0,      0.11,      0.06,      0.00
       791,   2511507,        94,         9,   6194797,         0,      0.10,      0.06,      0.00
       792,   2511506,        98,         6,   4967068,         0,      0.10,      0.06,      0.00
       793,   2511499,        92,        19,  10287227,         0,      0.12,      0.07,      0.00
       794,   2511508,        98,         4,   4148582,         0,      0.09,      0.06,      0.00
       795,   2511508,        96,         6,   4967068,         0,      0.09,      0.06,      0.00
       796,   2511508,        99,         3,   3739339,         0,      0.08,      0.06,      0.00
       797,   2511509,        95,         6,   4967068,         0,      0.08,      0.06,      0.00
       798,   2511509,        99,         2,   3330096,         0,      0.07,      0.05,      0.00
       799,   2511508,        99,         3,   3739339,         0,      0.08,      0.06,      0.00
       800,   2511510,       100,         0,   2511610,         0,      0.07,      0.05,      0.00
       801,   2511505,        99,         6,   4967068,         0,      0.09,      0.06,      0.00
       802,   2511508,        97,         5,   4557825,         0,      0.08,      0.06,      0.00
       803,   2511510,       100,         0,   2511610,         0,      0.07,      0.06,      0.00
       804,   2511510,       100,         0,   2511610,         0,      0.06,      0.05,      0.00
       805,   2511502,        99,         9,   6194797,         0,      0.10,      0.06,      0.00
       806,   2511506,        92,        12,   7422526,         0,      0.10,      0.06,      0.00
       807,   2510498,        22,      1090, 448586480,         0,      1.36,      0.05,      0.00
       808,   2511510,       100,         0,   2511610,         0,      0.08,      0.06,      0.00
       809,   2511510,       100,         0,   2511610,         0,      0.07,      0.06,      0.00
       810,   2511510,       100,         0,   2511610,         0,      0.07,      0.05,      0.00
       811,   2511510,       100,         0,   2511610,         0,      0.07,      0.05,      0.00
       812,   2511501,        94,        15,   8650255,         0,      0.09,      0.05,      0.00
       813,   2511510,       100,         0,   2511610,         0,      0.06,      0.05,      0.00
       814,   2511510,       100,         0,   2511610,         0,      0.07,      0.06,      0.00
       815,   2511501,        50,        59,  26656947,         0,      0.16,      0.06,      0.00
       816,   2510840,        26,       744, 306988402,         0,      0.95,      0.05,      0.00
       817,   2511504,        96,        10,   6604040,         0,      0.10,      0.06,      0.00
       818,   2511506,        87,        17,   9468741,         0,      0.10,      0.06,      0.00
       819,   2511509,        99,         2,   3330096,         0,      0.07,      0.05,      0.00
       820,   2511446,         2,       162,  68808976,         0,      0.26,      0.05,      0.00
       821,   2511510,       100,         0,   2511610,         0,      0.07,      0.06,      0.00
       822,   2511506,        96,         8,   5785554,         0,      0.08,      0.05,      0.00
       823,   2511510,       100,         0,   2511610,         0,      0.07,      0.06,      0.00
       824,   2511507,        89,        14,   8241012,         0,      0.10,      0.06,      0.00
       825,   2511509,        98,         3,   3739339,         0,      0.08,      0.05,      0.00
       826,   2511485,        13,       112,  48346826,         0,      0.22,      0.06,      0.00
       827,   2511508,        85,        17,   9468741,         0,      0.11,      0.07,      0.00
       828,   2511510,       100,         0,   2511610,         0,      0.07,      0.06,      0.00
       829,   2511506,        95,         9,   6194797,         0,      0.09,      0.06,      0.00
       830,   2511480,        42,        88,  38524994,         0,      0.18,      0.05,      0.00
       831,   2511496,        47,        67,  29930891,         0,      0.15,      0.05,      0.00
       832,   2511509,        98,         3,   3739339,         0,      0.07,      0.05,      0.00
       833,   2511509,        98,         3,   3739339,         0,      0.08,      0.06,      0.00
       834,   2511504,        94,        12,   7422526,         0,      0.10,      0.06,      0.00
       835,   2511510,       100,         0,   2511610,         0,      0.07,      0.06,      0.00
       836,   2511509,        98,         3,   3739339,         0,      0.09,      0.06,      0.00
       837,   2511508,        99,         3,   3739339,         0,      0.08,      0.06,      0.00
       838,   2511507,        98,         5,   4557825,         0,      0.09,      0.06,      0.00
       839,   2511509,        96,         5,   4557825,         0,      0.09,      0.06,      0.00
       840,   2511497,        92,        21,  11105713,         0,      0.10,      0.06,      0.00
       841,   2511509,        97,         4,   4148582,         0,      0.08,      0.06,      0.00
       842,   2511492,        77,        41,  19290573,         0,      0.14,      0.06,      0.00
       843,   2511474,        91,        45,  20927545,         0,      0.14,      0.06,      0.00
       844,   2511509,        99,         2,   3330096,         0,      0.07,      0.05,      0.00
       845,   2511510,       100,         0,   2511610,         0,      0.07,      0.06,      0.00
       846,   2511509,        98,         3,   3739339,         0,      0.07,      0.05,      0.00
       847,   2511510,       100,         0,   2511610,         0,      0.07,      0.05,      0.00
       848,   2510193,        40,      1377, 566039221,         0,      1.70,      0.05,      0.00
       849,   2511508,        99,         3,   3739339,         0,      0.08,      0.06,      0.00
       850,   2511509,        96,         5,   4557825,         0,      0.21,      0.06,      0.00
       851,   2511505,        96,         9,   6194797,         0,      0.22,      0.07,      0.00
       852,   2511503,        75,        32,  15607386,         0,      0.12,      0.06,      0.00
       853,   2511510,       100,         0,   2511610,         0,      0.07,      0.06,      0.00
       854,   2511509,        99,         2,   3330096,         0,      0.08,      0.06,      0.00
       855,   2511504,        99,         7,   5376311,         0,      0.08,      0.06,      0.00
       856,   2511510,       100,         0,   2511610,         0,      0.07,      0.06,      0.00
       857,   2511510,       100,         0,   2511610,         0,      0.07,      0.06,      0.00
       858,   2511510,       100,         0,   2511610,         0,      0.07,      0.05,      0.00
       859,   2511510,       100,         0,   2511610,         0,      0.07,      0.06,      0.00
       860,   2511507,        99,         4,   4148582,         0,      0.08,      0.06,      0.00
       861,   2511510,       100,         0,   2511610,         0,      0.06,      0.05,      0.00
       862,   2511510,       100,         0,   2511610,         0,      0.07,      0.06,      0.00
       863,   2511510,       100,         0,   2511610,         0,      0.06,      0.05,      0.00
       864,   2511508,        99,         3,   3739339,         0,      0.09,      0.06,      0.00
       865,   2511509,        99,         2,   3330096,         0,      0.08,      0.05,      0.00
       866,   2511505,        99,         6,   4967068,         0,      0.09,      0.07,      0.00
       867,   2511509,        98,         3,   3739339,         0,      0.07,      0.05,      0.00
       868,   2511510,       100,         0,   2511610,         0,      0.07,      0.05,      0.00
       869,   2511506,        98,         6,   4967068,         0,      0.09,      0.06,      0.00
       870,   2511510,       100,         0,   2511610,         0,      0.07,      0.06,      0.00
       871,   2511509,        99,         2,   3330096,         0,      0.07,      0.05,      0.00
       872,   2511507,        98,         5,   4557825,         0,      0.09,      0.06,      0.00
       873,   2511505,        98,         7,   5376311,         0,      0.09,      0.06,      0.00
       874,   2511510,       100,         0,   2511610,         0,      0.07,      0.06,      0.00
       875,   2511510,       100,         0,   2511610,         0,      0.06,      0.05,      0.00
       876,   2511508,        99,         3,   3739339,         0,      0.07,      0.05,      0.00
       877,   2511499,        65,        46,  21336788,         0,      0.12,      0.05,      0.00
       878,   2511510,       100,         0,   2511610,         0,      0.08,      0.07,      0.00
       879,   2511510,       100,         0,   2511610,         0,      0.07,      0.05,      0.00
       880,   2511509,        99,         2,   3330096,         0,      0.08,      0.06,      0.00
       881,   2511510,       100,         0,   2511610,         0,      0.08,      0.06,      0.00
       882,   2511510,       100,         0,   2511610,         0,      0.07,      0.06,      0.00
       883,   2511494,        96,        20,  10696470,         0,      0.11,      0.06,      0.00
       884,   2510623,        19,       968, 398658834,         0,      1.24,      0.05,      0.00
       885,   2511506,        99,         5,   4557825,         0,      0.09,      0.06,      0.00
       886,   2511508,        98,         4,   4148582,         0,      0.08,      0.06,      0.00
       887,   2511510,       100,         0,   2511610,         0,      0.08,      0.06,      0.00
       888,   2511510,       100,         0,   2511610,         0,      0.07,      0.06,      0.00
       889,   2511429,         0,       181,  76584593,         0,      0.29,      0.05,      0.00
       890,   2511510,       100,         0,   2511610,         0,      0.07,      0.06,      0.00
       891,   2511496,         5,       109,  47119097,         0,      0.20,      0.05,      0.00
       892,   2511510,       100,         0,   2511610,         0,      0.07,      0.06,      0.00
       893,   2511508,        96,         6,   4967068,         0,      0.09,      0.06,      0.00
       894,   2511510,       100,         0,   2511610,         0,      0.07,      0.06,      0.00
       895,   2511510,       100,         0,   2511610,         0,      0.07,      0.06,      0.00
       896,   2511510,       100,         0,   2511610,         0,      0.07,      0.06,      0.00
       897,   2511510,       100,         0,   2511610,         0,      0.07,      0.05,      0.00
       898,   2511505,        96,         9,   6194797,         0,      0.09,      0.06,      0.00
       899,   2511505,        95,        10,   6604040,         0,      0.08,      0.05,      0.00
       900,   2511510,       100,         0,   2511610,         0,      0.07,      0.05,      0.00
       901,   2511496,        99,        15,   8650255,         0,      0.10,      0.06,      0.00
       902,   2511509,        99,         2,   3330096,         0,      0.08,      0.05,      0.00
       903,   2511509,        98,         3,   3739339,         0,      0.07,      0.05,      0.00
       904,   2511508,        99,         3,   3739339,         0,      0.08,      0.06,      0.00
       905,   2511462,        99,        49,  22564517,         0,      0.14,      0.05,      0.00
       906,   2511500,        87,        23,  11924199,         0,      0.11,      0.06,      0.00
       907,   2511509,        98,         3,   3739339,         0,      0.07,      0.05,      0.00
       908,   2511510,       100,         0,   2511610,         0,      0.07,      0.05,      0.00
       909,   2511497,        92,        21,  11105713,         0,      0.11,      0.06,      0.00
       910,   2511344,        26,       240, 100729930,         0,      0.36,      0.05,      0.00
       911,   2511509,        95,         6,   4967068,         0,      0.09,      0.06,      0.00
       912,   2511509,        97,         4,   4148582,         0,      0.09,      0.06,      0.00
       913,   2511508,        99,         3,   3739339,         0,      0.08,      0.06,      0.00
       914,   2511487,        89,        34,  16425872,         0,      0.12,      0.06,      0.00
       915,   2511506,        91,        13,   7831769,         0,      0.10,      0.06,      0.00
       916,   2511510,       100,         0,   2511610,         0,      0.07,      0.06,      0.00
       917,   2511509,        97,         4,   4148582,         0,      0.08,      0.06,      0.00
       918,   2511508,        98,         4,   4148582,         0,      0.09,      0.06,      0.00
       919,   2511509,        99,         2,   3330096,         0,      0.07,      0.05,      0.00
       920,   2511503,        93,        14,   8241012,         0,      0.10,      0.06,      0.00
       921,   2511510,       100,         0,   2511610,         0,      0.06,      0.05,      0.00
       922,   2511507,        99,         4,   4148582,         0,      0.08,      0.06,      0.00
       923,   2511509,        97,         4,   4148582,         0,      0.09,      0.06,      0.00
       924,   2511505,        99,         6,   4967068,         0,      0.09,      0.06,      0.00
       925,   2511508,        97,         5,   4557825,         0,      0.09,      0.06,      0.00
       926,   2511510,       100,         0,   2511610,         0,      0.06,      0.05,      0.00
       927,   2511508,        99,         3,   3739339,         0,      0.08,      0.06,      0.00
       928,   2511507,        98,         5,   4557825,         0,      0.08,      0.06,      0.00
       929,   2511499,        98,        13,   7831769,         0,      0.10,      0.07,      0.00
