queryID,n_prune_user,n_result_user,n_refine_user,ip_cost,io_cost,total_time,memory_index_time,io_time
       741,   2189357,       100,         0,   2189457,         0,      0.14,      0.11,      0.00
       742,   2189327,        97,        33,   7455762,         0,      0.97,      0.13,      0.00
       743,   2189356,        99,         2,   2508627,         0,      0.18,      0.11,      0.00
       744,   2189356,        99,         2,   2508627,         0,      0.18,      0.11,      0.00
       745,   2189357,       100,         0,   2189457,         0,      0.13,      0.10,      0.00
       746,   2189357,       100,         0,   2189457,         0,      0.14,      0.11,      0.00
       747,   2188343,        33,      1081, 174700842,         0,     27.80,      0.12,      0.00
       748,   2189310,        66,        81,  15115842,         0,      2.18,      0.14,      0.00
       749,   2189339,        67,        51,  10328292,         0,      1.43,      0.11,      0.00
       750,   2189297,        58,       102,  18467127,         0,      2.85,      0.13,      0.00
       751,   2189357,       100,         0,   2189457,         0,      0.14,      0.11,      0.00
       752,   2189346,        69,        42,   8892027,         0,      1.26,      0.11,      0.00
       753,   2189343,        98,        16,   4742817,         0,      0.54,      0.12,      0.00
       754,   2189345,        99,        13,   4264062,         0,      0.48,      0.13,      0.00
       755,   2189357,       100,         0,   2189457,         0,      0.14,      0.11,      0.00
       756,   2189357,       100,         0,   2189457,         0,      0.14,      0.11,      0.00
       757,   2189357,       100,         0,   2189457,         0,      0.15,      0.12,      0.00
       758,   2189357,       100,         0,   2189457,         0,      0.13,      0.10,      0.00
       759,   2189357,       100,         0,   2189457,         0,      0.14,      0.11,      0.00
       760,   2189356,        99,         2,   2508627,         0,      0.17,      0.10,      0.00
       761,   2189350,        59,        48,   9849537,         0,      1.41,      0.13,      0.00
       762,   2189323,        99,        35,   7774932,         0,      1.02,      0.13,      0.00
       763,   2189334,        98,        25,   6179082,         0,      0.78,      0.13,      0.00
       764,   2189357,       100,         0,   2189457,         0,      0.14,      0.11,      0.00
       765,   2189348,        80,        29,   6817422,         0,      0.85,      0.11,      0.00
       766,   2189356,        91,        10,   3785307,         0,      0.38,      0.11,      0.00
       767,   2189357,       100,         0,   2189457,         0,      0.14,      0.11,      0.00
       768,   2189240,        99,       118,  21020487,         0,      3.01,      0.13,      0.00
       769,   2189357,       100,         0,   2189457,         0,      0.14,      0.11,      0.00
       770,   2188826,         1,       630, 102728007,         0,     16.01,      0.11,      0.00
       771,   2189354,        99,         4,   2827797,         0,      0.23,      0.11,      0.00
       772,   2189357,       100,         0,   2189457,         0,      0.13,      0.10,      0.00
       773,   2189354,        97,         6,   3146967,         0,      0.30,      0.12,      0.00
       774,   2189354,        99,         4,   2827797,         0,      0.24,      0.11,      0.00
       775,   2189350,        81,        26,   6338667,         0,      0.81,      0.11,      0.00
       776,   2189348,        91,        18,   5061987,         0,      0.58,      0.12,      0.00
       777,   2189297,        84,        76,  14317917,         0,      2.11,      0.12,      0.00
       778,   2189353,        96,         8,   3466137,         0,      0.35,      0.11,      0.00
       779,   2189356,        99,         2,   2508627,         0,      0.18,      0.11,      0.00
       780,   2189338,        81,        38,   8253687,         0,      1.13,      0.12,      0.00
       781,   2189297,        99,        61,  11924142,         0,      1.77,      0.12,      0.00
       782,   2189357,       100,         0,   2189457,         0,      0.13,      0.10,      0.00
       783,   2189357,       100,         0,   2189457,         0,      0.14,      0.11,      0.00
       784,   2189356,        98,         3,   2668212,         0,      0.21,      0.12,      0.00
       785,   2189243,        79,       135,  23733432,         0,      3.46,      0.11,      0.00
       786,   2189355,        96,         6,   3146967,         0,      0.29,      0.12,      0.00
       787,   2189357,       100,         0,   2189457,         0,      0.15,      0.12,      0.00
       788,   2189299,        94,        64,  12402897,         0,      1.77,      0.13,      0.00
       789,   2189354,        98,         5,   2987382,         0,      0.27,      0.12,      0.00
       790,   2189356,        99,         2,   2508627,         0,      0.17,      0.10,      0.00
       791,   2189351,        99,         7,   3306552,         0,      0.31,      0.12,      0.00
       792,   2189352,        97,         8,   3466137,         0,      0.34,      0.11,      0.00
       793,   2189353,        99,         5,   2987382,         0,      0.26,      0.12,      0.00
