1.57017,-0.769843,0.401583,-0.00569713,-0.0655477,0.160043,0.173195,-0.215767,0.383346,0.0893308,0.391983,0.297368,-0.314094,0.163206,-0.359649,-0.0388943,-0.0395981,-0.0322389,-0.0726275,-0.00990039,-0.0274589,0.0143915,-0.0378525,0.00660963,0.000850532,-0.0216129,-0.00817465,-0.0229235,-0.0218111,-0.0190439,-0.0178882,-0.0131163,-0.000760441,0.00169014,-0.0193723,-0.0231717,-0.00472886,-0.00513834,-0.00613876,-0.0444309,-0.0076469,-0.0342864,-0.00927862,-0.000557364,-0.0265322,0.00268344,-0.000468662,-0.00188427,-0.0159101,-0.0277545
1.32159,-0.74674,-0.396352,0.0157983,-0.261845,0.102232,-0.337377,0.265674,0.117682,0.096093,0.177952,0.238556,-0.205411,-0.175896,-0.327133,0.310049,0.22786,0.167884,-0.0288518,-0.176162,0.008574,0.114264,-0.0794945,0.00238368,0.110192,0.0282366,-0.0261642,-0.00114046,-0.0351602,0.0440052,0.030542,-0.00614229,0.0604016,-0.0793681,-0.0257552,0.0117806,0.05297,-0.0391923,-2.47022e-05,0.00839603,-0.00299186,0.116041,0.012807,0.0759929,0.0484879,-0.00417092,0.0664251,-0.0473943,-0.00465351,0.0920628
1.35883,-0.70631,-0.238654,-0.172516,-0.164865,0.107025,-0.231839,-0.370705,0.303712,0.295774,-0.160424,-0.0437567,-0.361334,-0.34779,0.0220632,-0.204201,0.506041,0.156149,0.0108878,0.0991203,-0.128085,-0.107672,0.0239435,-0.0628802,-0.0270068,-0.0385018,0.0360381,-0.0352507,0.0119173,-0.0131908,-0.0566462,-0.0113692,-0.031244,-0.0421667,-0.00654834,-0.00245365,-0.00162058,0.0413112,0.0252547,-0.0134016,-0.0025844,-0.0212408,-0.0440461,0.0297188,0.0166659,0.0528004,-0.0301213,-0.02514,0.0204265,-0.0390676
1.27063,-0.954559,-0.191964,-0.136763,-0.825841,-0.209995,-0.635391,-0.255414,0.485813,0.190685,-0.00651093,-0.0504903,0.166397,-0.181625,-0.270028,0.404876,0.415444,0.000997069,-0.00239141,-0.00555275,-0.0095243,0.00187703,-0.00454806,-0.00177721,0.00675211,0.00503234,0.0115882,0.0671037,0.0403034,0.00663237,0.0187071,0.00807015,0.018836,0.0512603,0.0187875,0.0166753,0.037327,0.0201745,0.0050068,0.0301444,0.0316731,0.0424557,0.021768,0.0110423,0.00560156,0.00397402,0.0123003,0.00956448,-0.00778824,0.0144952
1.31615,-0.00312803,0.0364725,-0.281553,-0.0373458,-0.125629,-0.175997,-0.384834,0.418494,0.125031,0.119074,-0.315492,0.0617748,-0.0578388,-0.209646,-0.404893,0.224027,-0.000242018,-0.0457326,0.0219212,0.0049421,0.0395968,0.0143479,0.0313895,0.00204232,-0.0194529,0.0440605,-0.0185291,-0.0233089,-0.00715709,0.0273715,-0.0219332,0.00649191,0.00857696,0.0189239,0.00958146,0.0136216,0.0177662,-0.0515363,-0.0108763,-0.0088478,-0.0380786,0.0126543,-0.00786477,0.0167178,-0.00147467,0.0184046,0.0272516,-0.0112552,0.000267616
1.57638,-0.328783,-0.739856,0.256211,-0.348268,-1.03029,-0.215646,-0.0486614,0.0988516,-0.0705128,0.146039,0.0583634,-0.220697,-0.151868,0.126709,0.0543027,0.21093,0.0952218,0.0258839,0.0103667,0.0380933,0.0265697,0.0121068,0.0122333,0.0257362,0.0236473,0.00971474,0.0026271,-0.00183191,0.0121415,0.00456884,0.0142355,0.00771961,0.00971846,0.01704,0.0105621,0.011566,0.00165714,0.00910447,0.000906865,0.0100413,0.000391724,0.0140994,0.00864684,0.000906068,0.00785568,0.00438474,0.00818585,0.00187755,0.00544094
1.3872,-0.648609,0.362661,0.167363,-0.176019,0.847237,-0.764562,0.000641834,0.397047,0.14027,-0.169525,0.0443607,-0.542818,0.0276634,-0.251905,-0.00835226,-0.151421,0.0299698,-0.0460244,-0.0855717,-0.00389503,-0.0137645,-0.0367247,-0.0452573,-0.0291886,-0.00801491,-0.0552856,-0.0612117,0.0034688,-0.042685,0.0468046,-0.0102608,0.0114247,0.00619543,-0.044072,-0.0515682,-0.0310231,-0.0821941,0.000606546,0.0158837,0.00529498,0.021288,0.0139979,0.0427862,-0.04802,-0.0477612,-0.0343117,-0.0450649,0.0169681,-0.0173302
1.79906,0.585656,-0.7814,0.541404,-0.258694,0.292581,-0.323714,0.161028,0.0476519,-0.381755,0.397751,-0.317234,0.102903,0.118309,-0.202839,0.0292747,0.109831,-0.0838404,-0.0125522,-0.0264125,-0.0118162,-0.0323492,-0.0304549,-0.0189969,-0.0309543,-0.0177502,-0.027101,-0.0230197,-0.0337033,-0.0236868,-0.0111134,-0.0119863,-0.0239796,-0.0195302,-0.0119783,-0.0163365,-0.0196989,-0.0224791,-0.0139829,-0.0169154,-0.012687,-0.021994,-0.0216944,-0.0133534,-0.00348028,-0.0121921,-0.00471287,-0.014821,-0.0101272,-0.00650183
1.48291,-0.210728,0.146446,-0.675503,-0.286615,-0.157688,-0.58074,-0.701717,-0.0808184,-0.0554453,-0.141549,-0.1868,0.313378,0.138761,-0.0156317,0.0660075,0.239887,0.0409567,-0.0425814,0.04487,0.0157345,0.0200658,0.0247904,0.00852013,0.0243575,0.0138546,0.0127735,0.0299237,0.0181139,0.026345,0.012003,0.0278452,-0.00915159,0.00448009,0.0178622,0.00835641,0.0129743,0.0100995,0.0196524,0.00729846,0.000361836,0.00778306,0.00645735,-0.00589215,0.00425917,0.00240888,0.0139643,-0.013604,-0.0140071,0.00474723
1.46632,-0.576356,0.177893,-0.146529,0.0515239,0.0615345,0.318366,-0.49158,0.0256141,0.171219,0.203823,-0.057304,0.0136807,-0.139632,0.0483676,-0.0862619,0.026302,-0.0528655,0.0244583,-0.0215517,-0.0092785,-0.0204392,-0.00962859,-0.0103694,-0.0115657,-0.0182363,-0.00747277,0.000162453,-0.00870567,-0.00356046,-0.0039318,-0.000313844,-0.00772282,0.00459169,0.00199144,-0.0103074,-0.00581482,-0.00935067,-0.000958345,-0.000130856,0.00542847,0.0101448,-0.0216067,-0.000127527,-0.00584131,-0.010453,-0.0100209,-0.00489396,-0.00878688,-0.00414147
1.96388,0.371358,0.0847141,0.218732,0.615057,0.519849,0.315137,-0.138822,-0.323556,0.0124543,0.218501,-0.52527,0.51648,0.162671,0.21163,0.189631,-0.751198,0.299558,-0.137103,0.0550958,-0.0527505,-0.0656966,-0.0118987,0.039867,-0.0689358,-0.0442072,-0.0495631,0.0428273,-0.0083226,0.0196666,-0.0261865,-0.0322424,-0.0371322,-0.0147137,-0.00217367,0.0101863,-0.0162234,-0.00831638,-0.0182158,-0.0112802,0.0155936,-0.00693424,0.000271514,-0.0475935,-0.0561992,0.0508911,0.00660272,0.00995399,0.0111563,0.0105164
