2.06193,2.06197,2.12347,2.19903,2.19684,2.09487,2.01146,2.1663,2.10443,2.10816,1.87718
1.77535,1.31931,1.88553,1.92988,1.93033,1.85377,1.66874,1.82649,1.68126,1.73601
2.07653,2.00576,1.94426,2.04525,1.96742,2.0078,2.0884,2.1396,2.0251,1.81042
1.90747,1.9766,1.94189,1.94869,1.89485,1.91878,2.00625,1.86481,1.93435,1.80371,1.92861
1.69108,1.89725,1.9342,1.93788,1.77017,1.8152,1.92798,1.89828,1.77334,1.61468
1.98414,2.12422,1.96252,2.09409,2.14098,2.17974,2.14093,2.14547,2.15835,2.1679,2.09191
1.77971,1.94817,2.03307,1.84854,2.02545,1.79935,2.08166,2.11311,2.09587,1.86897
2.14954,2.14996,2.15694,2.116,2.05955,2.06242,2.10514,1.96893,2.1814,1.92922,2.08869,2.18447,2.10518,2.04041
2.04537,1.97313,2.00293,1.96069,1.98241,1.95021,1.99375,2.066,1.97543,2.02126,2.04152
2.15206,2.10414,2.08499,2.13626,1.95214,2.1829,2.13766,2.16544,1.99442,2.13842,2.06378,2.17852,2.20608,2.14923,2.05026,2.20665,2.2086
2.02668,2.01464,2.04759,1.99458,2.01964,1.88999,2.04428,1.85797,2.04884,2.0301
1.74897,1.94779,1.77243,1.85505,1.87779,1.97537,1.93269,1.88097,1.86622,2.00087
1.88601,2.01399,2.01113,1.85007,1.93814,1.96143,1.80519,1.98818,2.02727,1.99838,2.01023,2.04328
1.90616,1.61098,1.8069,1.82496,1.99377,2.02916,1.89601,1.93484,1.95618,2.04114,2.03434
2.05434,2.09623,2.01286,1.89694,2.10216,2.08439,1.98748,2.15552,2.09136,1.98758,2.10446
1.90144,1.92947,1.99966,1.99475,1.91176,1.9528,1.9495,1.98274,1.81163,1.95784
1.78939,1.87624,1.7778,1.81013,1.92719,1.83351,1.87427,1.81275,1.84883,1.83752
1.71059,1.96327,1.478,1.8945,1.97306,1.99161,1.85578,1.91857,1.64607,1.99696
1.89136,1.9494,1.9143,1.95576,1.9408,1.82582,1.84119,1.86704,1.79478,1.99599
1.8218,1.82233,1.82707,1.67032,1.81695,1.5486,1.86418,1.84124,1.94336,1.80029
1.8667,1.76501,1.64019,1.62355,1.75576,1.91602,1.77469,1.93914,1.8403,1.93607
2.05632,2.19202,1.93047,1.96275,2.1621,2.1223,2.14903,2.16707,2.15544,2.17358,2.14271,2.18106,2.20437
1.87518,1.84595,1.89052,2.02775,1.86681,1.86549,2.04296,2.06489,2.03302,1.98471,1.95045
2.12965,1.95646,2.01017,1.99534,2.06806,2.13993,2.11307,2.16243,2.21549,2.08146,2.19811,2.06244,1.93667,2.18923,2.02187,2.17415
1.34046,1.69031,1.85551,1.72929,1.91743,1.58779,1.85096,1.78084,1.46353,1.74176
1.38779,1.70899,1.36385,1.68369,1.66237,1.71709,1.56757,1.6168,1.764,1.0672
1.96621,1.91796,1.80673,1.86227,1.80811,1.90151,1.9025,1.57166,2.04506,2.04442
1.92194,1.83947,2.0082,2.07532,2.03036,1.96252,1.95037,1.9299,2.04119,2.07299,1.96296
2.03059,2.0719,1.92141,2.16477,1.85187,2.0693,1.96582,2.11372,1.94439,2.01245,2.15135,2.19829
2.04526,2.22001,1.97505,2.06205,2.19657,1.91788,2.17009,2.13486,2.08221,2.19828,2.16979,2.18392,2.17314,2.23901
1.82903,1.84917,1.83794,1.8363,1.89846,1.75184,1.71547,1.78756,1.95572,1.72834
1.69424,1.72283,1.81668,1.77507,1.60181,1.13544,1.7073,1.75213,1.6135,1.70796
1.94045,1.67149,1.69137,1.8874,1.92913,1.78317,1.46521,1.8149,1.86895,1.86259
1.82535,1.78273,1.91721,2.0164,1.91955,1.95953,1.90195,1.92234,1.89,1.8228,1.99663,1.82107
1.79695,1.88565,1.79169,1.92098,1.90396,1.98178,1.94795,1.95002,1.80579,2.01564
1.81002,1.84594,1.92808,1.86186,1.87966,1.85772,1.75168,1.82589,1.81554,1.4853
1.68803,1.64956,1.98332,1.93966,1.90159,1.88114,1.90289,1.87857,1.94386,1.87037
1.7793,1.89808,1.98667,1.94883,1.77422,2.00238,1.97075,1.94429,1.87432,1.81352
2.07007,1.9745,2.04476,1.94482,2.07575,2.06763,2.08306,1.93278,2.09268,2.15737,2.04942,2.13713,2.00941,2.07742
1.92281,1.94086,1.92873,1.85978,1.99144,1.97924,1.98072,2.02599,1.86252,1.94303
2.02447,2.03129,2.09314,2.09005,2.07993,2.03868,2.08957,1.87838,2.05408,1.87405
1.98718,1.93406,1.82503,2.01787,2.02462,1.96363,1.95015,1.91506,1.9324,1.91187
1.95098,1.7353,1.84313,1.77139,1.92984,1.95666,1.72505,1.87835,1.5473,1.97958,1.49102
2.0806,2.04742,2.04567,2.00453,1.99231,1.90331,2.02634,2.12416,2.13154,2.01637,2.04824,2.15303
2.20053,2.00571,2.03684,2.09755,2.22788,2.03237,2.21763,2.15577,2.20265,2.23045,2.13323,2.1302,2.06071,2.04081
1.89683,2.03464,2.01369,2.03901,1.86564,1.92399,2.04145,1.98704,1.83002,2.10374,2.05768
1.82454,1.67391,1.92692,1.96454,1.93175,1.98211,1.90925,1.83222,1.17359,1.91422
1.99648,2.15063,2.12318,2.15546,2.1965,2.12391,2.10453,1.97834,2.20126,2.16597,2.17512,1.8827,2.09411,2.19525,2.2148
1.87621,1.95766,1.93376,2.09141,2.05714,1.96129,1.97781,1.92037,2.06122,2.07828,1.93046,2.08133,2.13252
1.8268,1.65297,1.86712,1.83961,1.39062,1.85058,1.94071,1.88039,1.75521,1.76178
2.11241,1.90883,2.11966,1.87118,1.95894,2.13898,2.10805,2.05441,2.1395,2.0764,2.09675,2.03708
2.04883,2.20158,2.16318,2.17335,2.12099,2.14244,2.12573,2.11917,2.1791,2.19483,2.20494
1.59591,1.79814,1.91509,1.77358,1.99718,1.99582,1.98442,1.52707,1.55454,1.82848
1.7271,1.83963,1.71648,1.83478,1.86065,1.89966,1.83769,1.92434,1.87759,2.0063
1.87906,1.92357,1.63488,1.96497,1.94789,1.87447,1.84559,1.93022,2.01129,1.81806
1.83357,1.98575,1.9062,1.92408,2.05831,1.92476,2.01528,1.79972,1.86282,1.98157
1.75859,1.64211,1.61701,1.77297,1.78023,1.73111,1.88878,1.67591,1.81524,1.81928
1.71404,1.86305,1.78421,2.00039,1.97498,1.89734,1.96457,1.95444,1.86371,1.92285
1.72156,1.86506,1.81203,1.84069,1.83568,1.66539,1.90172,1.84676,1.68881,1.5226
2.01803,1.78796,1.88388,1.90277,2.0187,1.99907,1.9359,1.8928,1.91925,1.89801,1.91589,2.0167,2.06037
1.83494,1.981,1.86152,1.92515,1.77661,1.95299,1.93997,1.73801,1.84122,1.73814,1.66737
2.0209,1.79778,2.02271,1.99197,1.97504,2.04517,2.08151,2.0248,2.0608,2.09898,1.99268,2.06883,2.09072
1.83515,1.79569,1.47635,1.80374,1.47635,1.89181,1.68876,1.88381,1.83995,1.9382
1.81458,2.01941,2.05665,2.05875,2.10865,2.07722,2.07577,1.98969,2.11168,2.03528
2.0544,1.70843,1.92979,1.62355,2.02827,1.8864,1.95043,2.0045,1.97031,1.97341
1.42106,1.19571,1.7431,1.71339,1.53218,1.8134,1.66163,1.61583,1.70417,1.55129
1.60856,1.19039,1.88551,1.50555,1.77524,1.63128,1.84215,1.87791,1.82412,1.73645,1.52292
1.91276,1.85777,2.09386,1.90725,2.0904,1.88294,2.12182,1.9516,2.13298,2.02626,2.12925,2.15405,2.06555
1.71197,2.07732,1.92614,2.03278,2.09453,2.014,1.93452,2.02619,2.12978,2.0325,2.03218,2.0895,1.93671
1.78295,1.75818,1.93323,1.2282,1.76266,1.90072,1.73129,1.87307,1.85995,1.80746
2.16953,2.13703,2.15195,2.16866,2.07236,2.14965,2.12282,2.14512,1.9689,2.15458,2.06048,2.10534
2.112,2.12436,2.13695,2.00742,1.94921,2.11294,2.10103,2.14613,2.08391,2.11003,2.07682,2.15285
1.55659,1.57976,1.65964,1.69121,1.77234,1.74916,1.87935,1.81312,1.68949,1.83573
1.00761,1.52306,1.41166,1.57097,1.07844,1.38931,1.06297,1.30724,1.59239,1.45454,1.55542
1.75351,1.71363,1.72296,1.89206,1.87753,1.8416,1.86622,1.66834,1.92294,1.79292
1.95195,1.92171,1.93227,2.05778,2.02726,2.02566,1.96224,2.04492,1.98607,1.29005
2.07922,2.05864,1.99945,2.00032,1.9526,1.94978,2.07298,2.09667,2.02933,2.00754,2.09537
2.00449,2.09452,2.0361,2.10646,2.09927,2.09886,2.07403,2.13278,2.07925,1.96734
1.95894,1.99285,1.79857,1.93477,1.90644,1.83301,1.95359,1.92413,2.02394,2.07109,2.06188,1.80509,1.90045
1.70945,1.51825,1.69404,1.89624,1.88112,1.7967,1.53816,1.75076,1.70874,1.56269
1.79911,1.68691,1.74094,1.63735,1.84959,1.92285,1.91403,1.89389,1.83764,1.97472,2.00003
1.79836,1.68394,1.70557,1.66836,1.82249,1.74851,1.74482,1.88899,1.69771,1.78005
1.99696,1.94098,1.77138,1.8414,1.89497,1.95674,2.01322,1.84051,2.02427,2.00888
1.51205,1.14099,1.69789,1.64237,1.77345,1.48268,1.10097,1.67466,1.68918,1.83521
1.94692,1.96824,1.86827,2.03537,2.01644,2.04465,2.01115,1.99406,2.05523,2.07289,1.9937
2.02762,2.04726,2.09093,1.96529,2.08156,2.08864,2.07277,2.10362,1.98881,2.05832,2.11128
1.67598,1.73632,1.75275,1.70803,1.91462,1.53422,1.67909,1.55946,1.83476,1.65802
2.02959,2.12364,2.02845,2.04164,1.85627,2.10888,2.08203,2.09194,2.12581,2.06045
1.82335,1.93408,1.72499,1.96287,1.94096,1.85415,2.00379,1.92432,2.04368,1.83349
1.72259,1.90186,1.84759,1.79946,1.89282,1.79091,1.86914,1.71831,1.82524,1.9099
1.84976,1.7401,1.70049,1.8845,1.88152,1.89211,1.74384,1.84833,1.76265,1.86867
1.77765,1.8606,1.72138,1.88106,1.79782,1.84563,1.70943,1.81785,1.75655,1.64037
2.08288,1.89776,2.05054,2.08936,1.99532,1.89054,1.87471,2.05015,1.86713,1.99925,2.1467,2.09867,2.00241
1.62231,1.83883,1.6187,1.7091,1.9154,1.67397,1.77953,1.88677,1.94978,1.85533
1.64628,1.56745,1.82362,1.5976,1.57227,1.51547,1.45047,1.83842,1.6506,1.68045
1.33214,1.99786,2.07043,2.04297,1.9602,2.02363,2.101,2.05005,2.06499,2.09548
1.97032,1.7879,2.09024,2.07725,2.05888,2.0973,2.09226,2.10818,1.99536,2.03882
1.86167,1.80939,1.98801,1.9436,1.97626,1.73723,2.03517,2.05985,2.02921,1.96799
1.73477,1.64524,1.56701,1.62329,1.93323,1.73676,1.76737,1.8168,1.56595,1.91186,1.82316
1.76888,1.68761,1.8364,1.65718,1.98145,1.70156,1.9586,1.97576,1.96112,1.96009
1.72792,1.65745,1.50155,1.38487,1.8281,1.84206,1.87814,1.8254,1.62245,1.57959
1.85658,2.03144,2.02722,2.11248,2.17602,2.20672,2.02572,2.18033,2.10074,2.19407
1.57894,1.70229,1.46763,1.95588,1.90329,1.86531,1.90577,1.91596,1.64242,1.64252
1.81856,1.81795,1.89081,1.90889,1.89589,1.94087,1.93622,2.04843,2.01954,1.90999
2.15052,2.12258,2.0578,2.19778,2.12973,2.1779,2.23147,2.19502,2.21397,2.23867,2.19701,2.24071,2.1353,2.208,2.19783,2.11379,2.15753,2.15909,1.97223
1.94169,1.96387,1.78467,1.95513,1.95591,2.11252,1.76096,1.96458,1.56177,1.94436,1.91969
1.70097,1.89283,1.87171,1.48622,1.88074,1.84703,1.82586,1.36623,1.74906,1.85528
1.60226,1.70809,1.78249,1.51373,1.66182,1.81342,1.83383,1.64707,1.58257,1.60861
1.69677,1.70517,1.86425,1.70163,1.975,1.80666,1.84856,1.49414,1.87305,1.928
1.8889,1.96823,2.0052,2.04635,1.9708,1.95591,1.96848,1.98831,1.74797,1.86139
1.67391,1.98625,2.03613,1.83878,1.74134,2.05359,1.88829,1.92249,1.99533,2.03886
1.48955,1.88054,1.88361,1.85336,1.74771,1.72609,1.98002,1.91655,1.7966,1.77694
1.66876,1.75944,1.01691,1.82156,1.71224,1.81034,1.61092,1.70294,1.70461,1.8652
1.87388,1.76418,2.01298,1.67534,1.7962,1.89362,1.91578,2.01161,2.0494,1.8288
1.73488,1.70157,1.1429,1.64833,1.63114,1.51441,1.64084,1.58602,1.80351,1.56685
2.04805,2.11463,2.14226,2.01264,2.09911,2.10555,2.00931,2.13861,2.04988,2.12749,2.08049
1.77785,1.76157,1.89281,2.05101,1.98439,2.0632,1.97511,2.0213,1.88945,2.02495
1.74291,1.63142,1.92855,1.92461,1.83165,1.98396,1.95023,1.92751,1.83993,1.80283
1.77738,1.2082,1.87062,1.74764,1.91807,1.71093,1.88462,1.5743,1.86541,1.78095
1.84359,1.81763,1.87909,1.76925,1.78951,1.73999,1.91052,1.46427,1.75809,1.61964
1.81833,1.69461,1.93422,1.73274,1.92222,1.91321,1.61353,1.96696,1.8441,1.90978
1.76017,1.82633,1.95544,1.88925,1.85904,1.73956,2.03386,1.66554,1.71254,2.02982
2.08142,2.02421,2.03113,2.01933,2.00496,2.00396,2.10849,1.7895,1.83932,1.78404
1.96115,1.90869,2.09871,1.92714,2.03307,1.92762,2.10446,2.03635,1.99542,2.05262,2.00544,1.96672
2.03357,2.00315,2.1578,1.95394,2.13542,2.17345,1.99901,1.98806,2.16325,1.95873,2.15921,2.07957,2.20036,2.17163
1.54909,1.84763,1.67924,1.64552,1.85292,1.81117,1.84176,1.74576,1.86336,1.56937
1.89568,1.83882,1.83211,1.85644,1.66316,1.68975,1.69649,1.77932,1.7591,1.92355
2.16549,2.13084,2.09333,1.88273,2.22018,2.21043,2.15079,2.18087,2.03645,2.20121,2.17116,2.01725,2.17132,2.02156
2.11581,2.13511,2.05936,2.10401,2.018,2.16976,2.07962,2.18881,2.19045,2.17962,2.18404,2.2042,2.14934,2.12812,2.01232,2.15694
1.78715,1.84891,1.90238,1.87823,1.8394,1.90361,1.97575,1.83179,1.92716,1.80015
1.05096,1.66511,0.97594,1.4588,1.3773,1.27487,1.50828,1.01476,1.53476,1.59249
1.73789,1.53607,1.48583,1.81157,1.19832,1.60596,1.24066,1.62713,1.70742,1.52792
2.04658,1.99454,2.06274,2.00774,2.11617,2.0887,2.20484,2.18084,2.18347,2.07994,2.16004
1.68143,1.7447,1.26287,1.92779,1.80478,1.8936,1.78666,1.92845,1.76264,1.91049,1.93715
2.01462,2.00214,1.96275,1.99693,2.05894,1.99928,1.82661,1.99787,2.00006,1.94714
1.41268,1.40017,1.79569,1.60298,1.5001,1.67247,1.72497,1.69934,1.82311,1.74981
1.74557,1.93461,2.07552,1.93745,1.93233,1.99261,1.96224,2.04494,2.01199,1.873
1.86601,1.66501,1.80507,1.65886,1.87768,1.82136,1.92034,1.71821,1.77092,1.73748
1.09611,1.86091,1.74774,1.55302,1.88022,1.85881,1.88199,1.80029,1.74391,1.78822
1.80402,1.59033,1.9868,1.88585,1.86374,2.03972,1.97293,1.97312,1.95361,1.75577
1.7651,1.8205,1.63387,1.79015,1.76887,1.88702,1.84071,1.8092,1.88803,1.91773
1.93905,1.92659,1.98616,1.97445,1.83179,1.94393,1.951,1.75599,1.80471,1.73652
1.96202,1.93011,1.99807,1.89079,1.92069,1.64219,1.95825,1.88108,1.94958,2.00307
1.88778,1.79727,1.98831,1.81744,1.93227,1.99973,1.95487,1.77428,1.87306,1.81157
1.77851,1.62945,1.71025,1.69385,1.88366,1.72563,1.92685,1.72692,1.7413,1.60314
1.72251,1.3537,1.58845,1.75875,1.85524,1.81625,1.76958,1.83535,1.75444,1.85698
1.70066,1.82008,1.74268,1.89143,1.90569,1.96579,1.6416,1.76275,1.95451,1.69317
1.76367,1.67688,1.87851,1.78138,1.8044,1.84168,1.82412,1.88943,1.57633,1.81114
1.95535,1.93714,1.9623,1.92703,2.01535,2.08464,2.02529,1.90184,2.01253,2.08524
1.65687,1.70004,1.71458,1.74622,1.82755,1.66761,1.89606,1.84732,1.80462,1.85244
1.86433,1.83943,2.07512,2.05736,2.05695,1.95223,1.94065,2.00906,1.90936,2.08192
1.8214,1.9822,1.55666,1.57204,2.05488,1.86732,1.87883,1.9469,1.90689,1.91543
2.07159,2.10317,2.0715,2.08853,2.16229,2.13819,2.14398,2.14213,2.14877,2.11772,2.08981,2.07942,2.10983
1.12581,1.57301,1.62278,1.51604,1.47019,1.30348,1.70979,1.58393,1.65183,1.4955
1.87045,1.81581,1.94649,1.79608,1.96031,1.80772,1.99536,2.07003,1.74836,1.50427
1.794,1.90437,1.87456,1.99253,1.88627,1.89908,1.88608,1.54443,1.80282,1.90995
1.61549,1.68319,1.57148,1.70324,1.6612,1.92365,1.61384,1.70455,1.94421,1.7616
1.8353,1.91867,1.76521,1.8024,1.94184,1.84959,1.96343,1.76081,1.77448,2.0164
1.9952,2.0274,2.06158,1.95138,2,1.91569,2.12034,2.14294,2.12043,2.14559,2.10214
1.95919,1.80772,1.84318,2.00995,1.93675,1.91358,1.96788,1.66509,1.93508,1.89285
1.20463,1.48176,1.52215,1.20251,1.6195,1.70639,1.0572,1.5227,1.45263,1.11377
1.77414,1.78975,1.76922,1.79409,1.8058,1.92982,1.77596,1.81057,1.94686,1.7396
1.72928,1.68978,1.28601,1.58284,1.12596,1.67299,1.50121,1.72335,1.38781,1.05678
1.91525,1.77642,1.93319,1.91826,1.79714,1.95296,1.97201,1.86188,1.95878,1.96761,1.98268
1.51769,1.52496,1.83841,1.71348,1.43255,1.63939,1.38364,1.873,1.72768,1.81179
1.64881,1.63523,1.70443,1.14515,1.51585,1.68887,1.73156,1.6369,1.71734,1.73003
2.2311,2.2267,2.2157,2.22747,2.18499,2.09873,2.22123,2.24073,2.20952,2.11975,2.18896,2.26259
1.78959,1.87534,1.54797,1.52913,1.75412,1.83262,1.85861,1.99122,1.71654,1.83654
1.54887,1.89236,1.83381,1.61234,1.61207,1.38319,1.85632,1.92005,1.94622,1.8254
1.91926,1.95204,1.98063,1.97396,1.94462,1.85992,1.98382,2.00413,2.02136,1.99509
1.78599,2.08739,2.10863,2.10944,2.05515,2.09759,2.07773,2.07895,2.03268,1.99538,2.0341
1.41441,1.87819,1.7194,1.80804,1.87926,2.00758,1.96738,1.95885,1.95758,1.46912
1.50156,1.61485,1.78012,1.86427,1.88849,1.62172,1.77492,1.83826,1.88922,1.90828
1.89809,1.93863,1.93684,1.99998,1.93087,1.74792,1.82014,1.9498,1.75094,1.51481
2.04636,2.03133,2.09887,1.9645,2.06152,2.09707,1.83057,2.00209,2.09188,2.0216,1.87029,1.99225
1.82435,1.83325,1.94915,2.06827,1.94886,2.08194,2.06127,2.04698,2.04916,2.05533
1.9969,2.01324,2.05048,2.04919,1.88297,2.07569,2.0926,2.04198,2.06677,2.02339
1.45836,1.82223,1.85789,1.10148,1.34113,1.77012,1.45846,1.15758,1.78698,1.90374
1.93328,1.80678,2.0597,1.84321,1.90024,1.80023,2.0417,1.99624,1.96171,1.94072
1.58494,1.17042,1.27676,1.68865,1.64901,1.44837,1.15361,1.5221,1.67588,1.45228
1.66012,1.72759,1.77965,1.77465,1.52896,1.87783,1.91894,1.83048,1.63296,1.77151
1.96019,1.87682,1.99795,1.92898,1.96826,1.86585,1.95816,1.93519,1.95108,2.01254
1.33538,1.64644,1.73888,1.73078,1.92583,1.81833,1.89135,1.81483,1.57943,1.93758
2.07445,2.06952,2.05464,2.12471,2.08649,1.91578,2.03507,2.08057,2.11115,2.07366,2.1416
1.9324,1.95476,1.9316,1.86899,1.97916,1.84757,1.98897,1.89189,1.80377,1.91837,1.93028
1.87261,1.94933,1.99406,1.92355,1.95486,2.00676,2.00396,2.09253,2.04573,1.89443
1.69482,1.5746,1.65048,1.87055,1.78901,1.88626,1.88463,1.79789,1.75394,1.86418
1.8911,1.71339,1.60861,1.90975,1.89385,1.89246,1.93112,1.90809,1.98378,1.74123
1.76288,1.7726,1.92593,1.8702,1.9466,1.79083,1.95921,1.96556,1.68689,1.85693
1.86193,1.96514,1.97077,1.80572,1.84091,1.93978,1.93619,1.89772,1.8254,1.83419
1.1825,1.17305,1.68281,1.32969,1.7072,1.5612,1.36658,1.53878,1.5142,1.67206
2.07483,2.02022,2.00443,1.8971,1.63232,1.81629,1.83993,1.88675,1.8675,1.86464
2.04423,2.02744,2.04466,2.09145,1.76721,2.05116,2.10267,2.10316,2.12662,2.07227
1.82893,1.79178,1.9685,1.93386,1.94821,1.93894,1.95197,1.93844,1.90931,2.00457,1.96802
1.72246,1.87436,1.58866,1.64599,1.61213,1.88937,1.72844,1.68042,1.86503,1.67086
1.81273,1.72492,1.87279,1.62788,1.88561,1.76306,1.72754,1.81825,1.79598,1.75121
1.9545,1.84435,1.90201,1.9906,1.98004,2.02382,2.09486,1.99128,2.08219,1.97646
1.97199,1.7945,2.01803,1.86024,2.04888,1.97775,1.73906,2.05253,2.07495,1.77333
1.72471,1.7913,1.82126,1.62095,1.53818,1.64799,1.85818,1.73468,1.87479,1.85079
1.71626,1.9762,1.9344,1.97113,2.06271,1.94684,1.97003,1.99945,1.94836,1.97135
1.87251,1.5691,1.52123,1.77613,1.77257,1.83759,1.85221,1.77571,1.65102,1.87015
2.04934,2.09924,1.98231,2.07054,2.07826,2.02262,2.06907,2.0039,1.95067,2.00169,2.07363
1.74105,2.01409,1.73115,1.77131,2.02527,1.85752,1.96897,1.94556,1.98632,1.98997
1.90688,1.93805,1.80688,1.94147,1.81852,1.91947,2.01164,1.84959,1.93056,1.80715,1.89934
2.10624,2.07262,1.96341,2.04824,2.07141,2.14885,2.11551,2.20596,2.18362,2.21002
1.83457,1.96864,1.96718,1.93638,1.92576,1.92399,1.86098,2.0222,2.03554,1.93944,1.8633
1.79447,1.81143,1.9045,1.70126,1.65093,1.77616,1.72258,1.54182,1.88568,2.00929
1.94125,2.0612,1.99226,1.9078,2.1116,2.11037,2.08498,1.93244,2.12536,2.12746
1.90911,1.94361,2.00733,2.05586,2.03901,1.78723,2.01159,2.03508,2.0429,1.94885,1.79991
1.72299,1.63977,1.82314,1.93398,1.1066,1.55568,1.85502,1.58425,1.85291,1.92478
1.69287,1.99127,1.96918,1.95778,1.76635,1.75486,1.8134,1.66476,1.77899,1.75625
1.93412,1.88499,1.8675,1.80022,2.10381,2.12457,1.90184,1.83601,2.0232,2.0021,1.87494
1.74423,1.77026,1.90197,1.6729,1.86502,1.96401,1.91805,1.8863,1.98289,1.98732
1.85322,1.80609,1.91066,2.0842,1.63999,1.76665,2.05355,2.07682,1.97376,1.99418
1.73414,1.81134,1.9181,1.67766,1.79447,1.83561,1.9454,1.90492,1.88568,1.86949
1.93552,2.08068,1.91889,2.07929,2.04439,2.06588,1.98417,1.86243,1.97786,1.9209
1.87633,2.01034,1.61649,2.01191,1.97229,1.75361,1.87985,2.02348,1.98574,1.92049,1.70032,1.95926
